0_bj,2019-09-03,3,Why aren’t the brownie bits chewy?,Hello. I just bought my 4th and 5th pints of salted caramel core while awaiting Hurricane Dorian to arrive. I will have to say that my son and I greatly enjoyed the first 3. Plenty of salty caramel (yum) and plenty of brownie bits that were chewy to the bite. However these last 2 pints that I just purchased do have plenty of caramel and brownie bits but they aren’t chewy. They are more crumbly to the bite. I’m not sure if the first 3 were a fluke or these last 2 weren’t right. Is the brownie supposed to be chewy or crumbly? These last 2 were disappointing for us and makes me question whether we should buy this kind again.
0_bj,2020-06-24,5,No Regrets!,"So it's the middle of June and I made an impromptu decision to get a small thing of ice cream during my shopping trip. I initially was thinking of going for a strawberry or peach flavor, but then I saw this pint and had a double take. I'd never try this flavor prior and man, I do not regret it. I love this pint. I love sweet cream and blonde brownie so this was a win-win. I like how to salted caramel is in the center so I have the ability to control how much I want in each bite. I do agree that the salted caramel is a bit on the salty side, but like I said, I have the control to put as little as I want in my scoop."
0_bj,2018-03-15,5,Perfection!,"I'll be completely honest, I'm not generally a fan of caramel (it's just too sweet for me) but I gave this flavor a shot because of the sweet cream ice cream. As it turns out, the saltiness of the caramel core perfectly balances out the sweetness! I was pleasantly surprised by how much I enjoyed the salted caramel core. The blonde brownie chunks were also a nice touch and not too overwhelming. I feel like the ratio of mix ins to chunks was nicely balanced."
0_bj,2020-03-07,5,Wow just wow,Okay I was expecting an almost too salty weirdly over sweet ice cream but man was I wrong!!! No seriously!!! I started eating this ice cream and was transported to the first time I had gooey caramel pop corn... the ice cream was like eating sweet corn creamy and smooth and the chewy bits supposed to be brownie tasted like caramel pop corn that had gotten chewy and sweet soaked in ice cream.. then the salty caramel center was too good to even say but together the best caramel pop corn ice cream I have ever had.. even though I don’t know if that’s what they were going for lol.. my favorite flavor so far
0_bj,2018-06-29,4,"So good, but...","This was my 1st pint of Salted Caramel Core but not my first Ben and Jerry’s Core pint. My first impression was that my core was HUGE! It was literally overflowing when I opened the pint! Wow! And the caramel itself was delicious; salty sweet and gooey! The sweet cream ice cream was very rich and cut through the sweet of the core nicely. My only issue was the blonde brownie bits. It’s not that they weren’t plentiful, I just really didn’t like the taste of them, which is sad because the rest of the pint was KILLER! The chocolate brownies in the other flavors are amazingly good so I was disappointed that these blonde ones weren’t very good and I ate around them. So, all in all, it was a good pint with amazing caramel, good ice cream and funky brownies."
0_bj,2020-04-01,5,Favorite Flavor!,"This is my all time favorite flavor. For me it's the perfect combination of sweet and salty and its upsetting to see so many people hate on it. I think vanilla would be too over powering but everyone's taste buds are different. I do agree the blonde brownie bits have been lacking... but I'm an eat the entire pint kinda gal.. oops..sit down to a good movie and this is my go to snack to grab (wish it came in a dairy free option, but I live in WI so I suffer through being lactose intolerant all the time)
So in short, it is sweet and salty flavor. I always have a partial scoop of ice cream to core spoonful I eat and I guess I'm the weirdo that runs outta caramel before ice cream... oops xD"
0_bj,2019-03-03,2,Too much,I love carmel so much and as soon as I saw carmel core I grabbed it off the shelf. The carmel tastes great and I love the ice cream and blonde brownie pieces in it!!! The only thing that is wrong with it is how much carmel they gave me. It was 3/4 carmel and 1/4 ice cream. It wasn’t a good balance and I probably won’t get it again.
0_bj,2019-04-14,5,My Favorite Flavor- One of a Kind,"I always wanted a flavor of ice cream that was tailored to the way my taste buds worked. Most ice cream flavors from other companies that have cookie dough in it is chocolate based, but Ben & Jerry’s has cornered the market: this cookie dough is caramel and butter and cookie based (or blondie if that’s the correct term)! I’ve been buying it almost every weekend at college for a year! Please keep this flavor, it makes me so happy. The fact that there’s a cookie dough flavor that is chocolate free is one of a kind and not many ice companies make that!"
0_bj,2020-04-19,1,Core more like pencil line,I was so excited to try the “core” pints. The picture they show online makes it look like a decent size and width. The reality: the core of my salted caramel pint was the width of a pencil eraser tip. Incredibly disappointing and 100% not as advertised. I feel duped.
0_bj,2018-06-19,3,Core-full?,"I bought this on sale and was excited to try it. While the ice cream is light and blondies are a nice treat, I wish there was more of a salted caramel core. Mine did not go down even halfway, which is a pity because I love salted caramel."
0_bj,2017-10-14,2,Not terrible,I had to buy this to since they were all out of mint at the store...lots of Carmel Core which was a plus but no blondie chunks!!! Any were so tiny...very disappointed because Ben and jerrys rocks!!
0_bj,2017-08-15,3,Why,I love this but where did my core go??????????????
0_bj,2018-02-07,3,Salty Caramel?,I know sweet cream ice cream probably wouldn't be a big seller but I wish B&J would make more flavors with a sweet cream base or just a plain sweet cream ice cream. When the flavor was 1st introduced I used to get this regularly but it got to a point I was throwing away most of the caramel because it was too salty. I will still occasionally purchase as there are no other flavors with sweet cream.
0_bj,2019-01-26,3,Too salty,"Bought this recently because my local target has stopped carrying Blondie Ambition, which was my favorite. I love the sweet-cream ice cream; my container didn't seem to have very many blondie chunks (which was disappointing, see previous) and the salted caramel core was overly salty. It was okay. I might buy it again but would rather have Blondie Ambition."
0_bj,2017-09-18,2,Ok..,"I really wanted to like this flavor but it was quite disappointing. Halfway into the pint, the core pretty much disappeared. There was way too much at the top and it wasn't dispersed evenly throughout the ice cream. The caramel was also way too salty for my tastes. Also wished there were more brownie pieces, only found a few in the entire pint."
0_bj,2017-09-13,3,Blonde brownies??,"Couldn't find any in my pint. But the rest is fabulous, don't change a thing!"
0_bj,2018-03-29,1,So disappointed!,"I had a major craving for ice cream so of course I had to go to the store for some Ben and Jerry's! I was really excited about this flavor, but after a few bites I was gagging. It was too salty and there were barely any brownie chunks :/ I'm really sad this ice cream is going to go waste, but I'm not happy with my purchase at all."
0_bj,2017-07-14,2,Blondie Crumbs,Just bought this last night and like some of the other reviews there were only a few flecks of blondie. Mine was nothing like the photos. And so the combination of just ice cream and such salty caramel was disappointing and unbalanced. I don't know if the core extended to the bottom since I didn't eat enough to find out.
0_bj,2018-05-06,2,So Disappointed :(,"I never thought I would not like a Ben & Jerry's flavor, but it's happened :( When my store didn't have my favorite flavor, I thought I would try the Salted Caramel Core - the description sounded great. Unfortunately, the caramel was *way* too salty - I ended up scooping it all out. The vanilla ice cream was good, but the brownie pieces had no flavor. I've never been disappointed by Ben & Jerry's before, but I guess there's a first for everything :("
0_bj,2018-07-07,2,They sure meant it when it said salted,"The salted caramel core tastes like someone went a little too salt happy. There was just too much core in ratio with the ice cream an in addition to the bad core to ice cream ratio, the core was just too salty to handle. Please fix the core because the ice cream itself with the blonde brownie bits are delicious."
0_bj,2019-02-14,1,"Horrible pint, bland brownies","I was excited for this ice cream because I love blondies and caramel, but it was the one flavor I've tried that I strongly dislike. The core didn't go deep at all and it was SO salty that it made me feel kind of sick. The brownies were dry and sparce and I barely could taste them. The base was alright, I guess. Really dissapointed. I think this flavor needs to be fixed or just stopped being made."
0_bj,2019-08-12,5,Best B&J Pint ever!,"I've been hooked on this flavor for more than 2 weeks now. I wish I'd have known about it sooner lol! The Salted Caramel Core is very good and the Blonde Brownies make this product over the top. I do have one complaint though. I buy maybe 4 pints or more a week and everytime I open one and start eating them they are all different as far as how many brownie peices there are or the caramel. Sometimes there's a ton of salted caramel at the top which can be overwhelming and then it's gone half way down. Other times it's normal until you get about halfway and there nothing but the sweet cream ice cream with no caramel or brownies. It's always different, however I'm still in love with this flavor and I highly recommend it! Please B&J see if y'all can get them all the same lol"
0_bj,2019-04-13,5,My Favorite Flavor,"I always wanted a flavor of ice cream that was taylored to the way my taste buds worked. Most ice cream flavors from other companies that have cookie dough in it is chocolate based, but this cookie dough is caramel and butter and cookie based (or boo die if that’s the correct term) I’ve been buying it almost every weekend at college for a year!
Please keep this flavor, it makes me so happy. The fact that there’s a cookie dough flavor that is chocolate free is one of a kind and not many ice companies make that!"
0_bj,2017-11-16,3,Too salty,"The blondie mix ins and sweet cream ice cream were nice, but I really wasn't a fan of the caramel core, because it was far too salty. You've got multiple reviews saying that it's too salty, please don't skim over those reviews. Please consider tweaking the recipe on this one so it's less salty."
0_bj,2018-06-07,2,Good in theory...,"I usually love salted caramel foods, and I adore Ben & Jerry's decadent ice creams. The ice cream was excellent, the brownie pieces were yummy, but the caramel tasted way too salty! The salt is supposed to compliment the caramel, not overpower it. I'm pretty disappointed."
0_bj,2018-04-04,3,Too salty,"I love anything caramel. I was super excited when I saw the whole core was salted caramel. However it was way too salty, I even tried mixing it with the sweet cream ice cream and it was still too salty. It could also use more of the brownie, which was certainly delicious."
0_bj,2017-06-08,5,My all time favorite ice cream!!!,"I.JUST.LOVE this ice cream!!! if I eat ice cream, it must always be B&J salted caramel core! I think I'm addicted. It's a perfect combination between sweet and salty, plus delicious caramel and chewy chunks. I noticed that some pints don't have that much chunks but the vanilla ice cream itself is pretty yummy and honestly, I cannot stay mad for long haha! If B&J's ever discontinue this flavor, I think it could be the end of my world!"
0_bj,2017-04-12,5,Absolutely fantastic,"I bought this ice cream simply based on the fact that I was craving caramel. But with this wonderful ice cream, you get so much more. Not only is the Ice cream and blonde Brownies perfect...but the caramel is just so good. You almost want to save the caramel as long as you can because how perfect the flavor is. It's the perfect amounts of sweet and salty."
0_bj,2018-03-08,1,Way too salty,"There must have been some sort of mistake with the amount of salt mixed into the caramel. Nobody would but that much saint into a desert. The pint it's still on our freezer. On a side note, Cherry Garcia is the best ice cream ever made."
0_bj,2018-03-09,2,SALTY!!!,Tried this flavor for the first time about two weeks ago it was delicious; But today I’m extremely disappointed. The core is so salty in this pint. I had other people try and they also agreed it was too salty. Don’t think I’m buying again.
0_bj,2018-09-07,2,Too salty,"I am a lover of all things caramel, and while the ice cream and the blonde bites were delicious, I found myself eating around the core because it was just too salty. Tasted like caramel flavored salt. Very disappointed in this flavor."
0_bj,2017-06-05,5,I love it I love it.,Salted caramel core is in my top three. My eating tactic is to scoop the ice cream from the outside and then smash the back of the spoon into the core so when I take a bite the first thing I'm hit with is salty and then it's sweet.
0_bj,2018-06-03,1,Horrible!,"My daughter picked up this flavor for me to try because I love Carmel. I have to say, this is the worst flavor I have ever had. The blonde fudge was bland but the salted Carmel was the worst. It was so salty that I couldn't eat it."
0_bj,2018-09-23,2,Has potential,"I love Ben & Jerry and was excited about the Salted Caramel Core, BUT the caramel is WAY to salty. I even tried to eat it with more ice cream But the salty flavor is too powerful. Disappointed, I know Ben & Jerry could do better !"
0_bj,2017-06-07,2,Caramel core was WAY to salty.,"Tried this for the very first time today. The caramel core was extremely salty. Way to salty to actually enjoy the caramel. Left a bad after taste.
On a positive note, the core was gooey and easy to scoop out with a spoon."
0_bj,2017-05-21,1,Not a fan of brownie chunks,I really can't stand the flavors with chunks of cookie/brownie. It seems like I'm eating something stale. I'm in the minority but I stopped going to a convenience store near me because all they carried were those types.
0_bj,2019-01-28,3,Too Salty for my buds,"I had high hopes for this flavor, but the carmel core was way too salty. I was hoping for a sweeter kraft caramel taste. The blonde brownie bites were just okay...not much traditional brownie flavor. Won’t buy again."
0_bj,2018-02-11,1,Don’t buy this one!,I absolutely love Ben and Jerrys ice cream but this one was horrible. The picture looks like there will be tons and brownies and there were only 5 tiny bites in the whole pint. The caramel core was overly salty too.
0_bj,2018-09-14,2,Where did the core go???,"So this used to be one of my favourite flavours! The Caramel is very salty and the blondie bits are very chewy but i love that!
The disappointment comes in the fact that the first few times i got this the core went right through to the very bottom! A thick gooey caramel all they way to the last bite. Each time I have gotten this since I have found the caramel to end sooner and sooner in the pint. This last container the caramel went about half way through .
Please bring back the core!!"
0_bj,2017-07-27,3,Core is misleading,"I enjoyed the of flavor of the ice cream. But I was expecting much more caramel. When the label reads ""Salted Caramel Core"", I expected the caramel to be from the top to the bottom. At least that's what I think of the core to be. Like an apple core, it's in the middle from top to bottom. The core is the center of things."
0_bj,2019-07-12,1,the worst thing to ever be in my mouth,the caramel tastes like salty death. I think I have sodium poisoning from one bite. Gross as heck like why would you do this to people. Who let this pass the taste test??? Fr fr are y’alls tongues blind?
0_bj,2017-10-30,3,Used to love! Keyword’s “used to”,"I found the salted caramel core shortly after discovering Karamel Sutra. Needless to say I fell in love! The flavors were amazing and the gooey salted caramel and blondie chunks went perfect together. Until the last 12, yes I said 12! Pints I bought, all fell short. They either had very few brownie chunks, the core stopped halfway through, or there was a pocket of air at the bottom where caramel should have been. I give up! I want my salted caramel, but not at 4.50/pt to be left unhappy."
0_bj,2017-10-17,2,Didn't like it,"I tried this ice cream when it first came out, didn't care for it. It seemed as though it was missing something and I really didn't like the salted caramel. I like the Karamel Sutra much better."
0_bj,2017-07-14,3,"Good ice cream, too salty","The sweet cream and blondie chunks were delicious, but the core was almost too salty to eat. The taste of salt was completely overpowering the caramel flavor. Good overall, just needs less salt."
0_bj,2018-08-11,1,Too salty,The core just tastes like salt with no caramel flavour. The ice-cream was floury & the blonde brownie pieces had no taste. Worst flavour I’ve ever had. Very disappointed. :(
0_bj,2018-02-21,4,Love this-but need more,"I purchase this flavor A LOT. Probably too much honestly. I have lived this for a while. Recently the punts seem to be lacking be caramel core to the bottom of the pint and the blondies are missing. There’s like 2 spoons of the caramel and 3 pieces of blondie.
Like I said before, I live this flavor. I just hope the manufacturing can go back to when I first found this flavor and fell in love!"
0_bj,2019-06-24,3,Meh!,The ice-cream is disappointingly tasteless...why not use vanilla. The caramel us too salty and intense...why not swirled? The brownie bites were few and far between.
0_bj,2017-06-19,2,"Brownies good, Caramel not so much",I love Ben and Jerrys! The brownies and ice cream were very good! The caramel was just overwhelmingly salty. I couldn't even eat it. Maybe it's just not for me. :(
0_bj,2018-07-15,1,Very salty,I had looked forward to trying this flavor but found the core saltier than the ocean. As someone who loves caramel this is the worst caramel I have ever tried. I
0_bj,2017-10-05,2,SALTY!!,"Typically I love salted caramel desserts (or caramel in general), so when I saw this ice cream I was eager to try it. That caramel core nearly knocked me over with its saltiness!! For me, it overpowered the combined flavor of sweet cream, brownies and caramel. I agree with the other reviewers, vanilla ice cream might have been a better balance. However, I do like the blondies. So close!! :-("
0_bj,2018-09-09,3,Almost Delicious,"the flavors are great and they work well together. Unfortunately, they do not work well with the core concept. The caramel would be much better if it were evenly distributed throughout the ice cream, rather than isolated in one huge pool. The blondies could pack a bit more flavor as well. So far, I have yet to have a variety of Ben & Jerry's core flavors that would not taste better if the flavors were evenly distributed. They almost taste like a cheap Ben & Jerry's knockoff."
0_bj,2017-06-27,2,Great but really salty in the caramel core...,I bought this favor couple of days ago and thought what could be bad about a salted caramel core. Everything was great except the core was so salty that it drowned out the other favors. I do mean salty the 180 mg are in the caramel core. It left a nasty taste in my mouth. Anybody who needs to watch there salt intake shouldn't eat this ice cream favor.
0_bj,2017-06-15,2,Salt core?,"I bought this the other day and was so excited, but when I tried it, the core was way too salty. I love salted caramel, and all the other reviews rave about the core so I'm pretty confused.. Maybe I got a bad pint but it was like salt with an essence of caramel. Sooo overpoweringly salty; first time I've avoided a swirl or core :("
0_bj,2019-11-21,5,Please never discontinue.,"I don't even understand how anyone could have anything bad to say about this ice cream. The sweat cream base is just the right about of sweet. The salted caramel core is almost bitter on it's own but when paired together they are such a great couple, plus the blondie bites! I am a digger and I never run out of these delicious gems. I will cry If they discontinue this one. For someone that doesn't want an overly sweet ice cream this is perfect."
0_bj,2020-05-12,5,Perfect combination!,Honestly have no idea why people are complaining about this. There couldn’t have been a better pairing of delicious succulent sweet cream ice cream paired with blonde brownies and topped off with savoring salted caramel to make your taste buds smile with such joy. I’ve been buying a pint every week for the past 3 months and haven’t had the urge to try a different flavor. Please don’t ever discontinue this flavor it makes belly very happy
0_bj,2017-05-04,3,Shaken to the Core,"My husband was away for the evening, and I felt like a little R&R so I headed to the store for some trusty B&J. I decided to go for a flavor I'd never tried. The description sounded so delicious. And delicious it was! Until, I discovered the core was no more than a dollop on top. At about an inch deep it just vanished, leaving me with nothing but the ice cream and blondies... pretty good stuff, but I'm disappointed at the lack of core."
0_bj,2018-04-19,2,Too Salty,"That Salted Carmel Core is WAY WAY too Salty. I tired this when it firs came out and I hate it because it was too salty, but I decided to give it another try to see if the formula had been tweaked.. and nope, it has not. So So SO salty. Like others below, I scooped out the core and ate around what I could."
0_bj,2017-07-14,5,Great ice cream,"This flavor is magnificent. The sweet cream ice cream works perfectly with the caramel and blondies. And the blondies are particularly great - soft and flavorful. I'm always scared that this flavor will go to the graveyard. Please, Ben and Jerry's, don't discontinue salted caramel core!"
0_bj,2018-02-21,3,My parents by was disappointing,"I wanted to try something new and thought this looked delicious. It was REALLY good, but less than half way down the “core” literally disappeared. I mean, the ice cream and blonde chi class were good. But I really bought it for the caramel core and kind of feel like I got jipped."
0_bj,2018-05-02,5,THEE BEST HANDS DOWN,"I LOVE this flavor!!!
I have been addicted to this since 2016!!!
It surpasses anything like it!
I love salted caramel ice cream. However it’s hard finding one WITHOUT chocolate!!!
Chocolate overwhelms the salted caramel for me!
However, salted caramel core gets it right!!!
The blondie bites are the cherry on top!
Please don’t ever discontinue this flavor!!!
If I could afford to purchase every pint, I would!!!"
0_bj,2020-06-12,2,I wanted to like it...,"I really wanted to like this ice cream because I'm a die hard B&J's fan! However it just wasn't that great. The ice cream base was very yummy, it wasn't an overpowering flavor and the blondie chucks were very good! But the center, tasted like pure table salt and sugar mixed. It really was over the top salts to the point where I just ended up eating around it...I wish I would have gotten another flavor if I had known."
0_bj,2019-05-24,4,What happened to the blondes bites?,"This was my favorite Ben and Jerry's flavor. I still love the sweet cream ice-cream and I adore the caramel core, but something happened to the blonde brownie pieces. They used to be soft and chewy, perfect texture and delicious. The texture has changed now they are hard and crumbly very disappointing. Thought it was a fluke but the last maybe 5 pints I've had from different stores have all had the same issue."
0_bj,2017-05-08,2,Delicious brownies but caramel is disgusting,I bought this last night and was very excited to try. Brownie was great but caramel was so salty that I couldn't even eat it. It was like someone poured a salt shaker's worth of salt into it. Did anyone else have this experience?
0_bj,2019-05-04,5,SO GOOD.,"I've already told my husband that I just might cry if this flavor is ever discontinued. And we would need another freezer so I can stock up on pints. To the reviewers saying this mix would be better with vanilla ice cream, you need to check your taste buds! The sweet cream complements the salted caramel core so wonderfully. Although I will agree with others - more blonde brownie chunks please!"
0_bj,2020-08-08,5,THE BEST!,"This is truly my favorite ice cream flavor! I have introduced several friends to it, and they love it just as much! I introduced my husband to it when we were dating, and we actually had salted caramel core pints at our wedding instead of cake. The salted caramel is perfect for salted caramel lovers, and the blonde brownies are the best addition! I would 10/10 recommend this goodness."
0_bj,2020-04-10,5,The best thing I’ve ever put in my mouth,This was the best ice cream I’ve ever tasted. The salted Carmel mixed with the sweet cream ice cream is Devine. When you hit a blonde piece it’s the most delicious mouth watering bite. I would recommend this ice cream to everyone I know. I could live off of this for the rest of my life and be content. I stalked up on these pints during quarantine. Ben and Jerry please sponsor me.
0_bj,2020-06-11,1,Salted caramel with emphasis on the SALTED,"The core concept is great because you get a lot of one key component. I normally love salted caramel. However, the caramel core in this ice cream is so salty I can't eat it. It isn't even a matter of mixing it together with the other ingredients to maybe make it taste better than it does in isolation. The salt just overpowers everything!"
0_bj,2017-10-17,5,Excellent blend of flavors,I’m tempted to give a bad review to see if they “reach out to me to make it right” by giving free ice cream...
0_bj,2018-04-29,1,Tastes spoiled,"I got a pint of this ice cream and i had to throw it out. It had an awful taste and the brownies were really gross and chewy; I spit it out and it left an awful after-taste. I checked the date on the carton and it’s good until 2019, so I’m not sure what happened but the ice cream was the worst I’ve ever eaten. Won’t get that again."
0_bj,2019-03-18,5,Possibly my favorite flavor!!,"I'm very surprised by the low reviews on this flavor. It is absolutely delicious. The caramel core is what makes this one so special. You can enjoy it all the way down to the end of the pint. It could use more blondie chunks (bigger ones, too) but this didn't detract enough for me to take away any stars. I LOVE this flavor."
0_bj,2018-03-05,4,Taste Amazing BUT...,I love the flavor combo of this ice cream but I just wanted more brownie pieces. I found myself trying to dig out what few pieces were in middle of my pint. Just a little disappointed. I just wanted more :( The overall taste of the ice cream was on point. I don't think a little more brownie chunks will mess that up. Thanks!
0_bj,2017-08-22,4,Almost perfect!,"Ok so this was my first 'core' Ben and Jerry's. It was awesome. I love the experience of mixing the ice cream with the caramel. But where were the blondies? They were few and far between each bite. I was very excited about it everytime I managed to find a small piece. Also, are the blondies made by Greyston Bakery?"
0_bj,2018-01-22,5,Best ice cream in the history of cream!,My husband brought it home a few months ago and now im addicted! It's so good i as in hospital having brain surgery and it's all I wanted! I give up meals so i can eat it. I don't like chocolate so it's so hard to find blonde brownies and salted carmel without chocolate. If I had a last meal it would be it!
0_bj,2019-09-03,5,My Favorite Core Ice Cream!,"This one is my favorite out of the cores! I'm a lover of caramel and a lover of blondie brownies so of course this is a win! I can't see how the average rating is only 3.5. I don't get it. I don't know what people are tasting, because this is delicious. PLEASE don't get rid of this flavor!! I NEED it!"
0_bj,2017-05-25,4,Love salted caramel core!!!!,"Been buying this since it came out and lately the core has been less and less each time I buy it. The core only goes 1/2 inch and then none. Wish the core would go to the bottom of the container. Please keep the same ingredient but more core caramel!
Would give it five stars with more caramel!"
0_bj,2017-11-12,5,SO GOOD,"I LOVE this flavour. Salted caramel and blonde brownies are my favourite thing, and to find them in ice cream was a dream come true. The only thing I wish was different: I know ""Salted"" Caramel is the name of the flavour, but it really was too salty - so much so that I found it kind of off-putting."
0_bj,2017-10-04,2,"Great potential, but lacking in brownies.","Tastes great and has so much potential, but the 6 pints of ice cream that I bought-all had a core of caramel with a couple of blonde brownies but nothing like I expected. It fell short of my expectations and I can't justify spending $5 a pint for ice cream that isn't chock-full of gooey goodness."
0_bj,2020-04-22,3,Finally something not chocolate!,This was a dream come true when I found it in stores. I was so excited!! I barely made it home. BUT... disappointment hit me in the face when I almost died at how salty the caramel is. Wow. Not enough brownies. I guess I'll keep searching for my perfect flavor. I wish you could Exchange icecream.
0_bj,2019-01-24,5,My favorite,"My favorite flavour from ben&jerry’s! The salted caramel tastes amazing with the cream ice cream and i love the blondie brownies too. I live in europe and they do not have this flavour in finland, which makes me so sad :(
But every time i come to the states i buy it, because it tastes so good."
0_bj,2018-09-08,2,Hard Blondie Pieces,"We have been buying this ice cream since it first debuted. It was our family favorite, hoewever, the last 6 pints we’ve bought have had hard, crunchy blondie bits instead of the soft, chewy pieces we knew and loved. This is such a disappointment and sadly, will make us stop buying this."
0_bj,2020-07-13,5,Life changing,"Truly. I’m in recovery from anorexia nervosa and you better believe that I’ve inhaled a pint of this ice cream every single day!!! The perfect ratio of salted caramel to smooth vanilla ice cream, and the brownie bits provide a nice touch of goodness.
Ben and Jerry’s: 1
Anorexia: 0"
0_bj,2019-03-31,4,Tastes Great but Caramel is too Salty,I got this a few days ago just to try. I really loved it!! The blondie brownies are so yummy. I really enjoyed the ice cream overall. However the salted caramel core was a little too salty for the ice cream. I couldn’t really eat all the caramel with the ice cream like I wanted too
